"DATA_TYPE_SEQ","DATA_CENTER_CODE","DATA_RETRIEVAL_SEQ","ANALYSIS_SEQ","PRESERVATION_SEQ","SAMPLE_HANDLING_SEQ","STORAGE_SEQ","UNIT_SEQ","DESCRIPTION","CONVERSION_EQUATION","ORIGINALLY_ENTERED_BY","METHOD","PRIORITY","P_CODE","BODC_CODE"
90000205,20,90000014,90000031,90000027,90000009,90000011,90000020,"Nitrate+Nitrite / Alpchem / Frozen","","MARY","NO2NO3_Alp_F",2,"NTRZ",""
90000189,30,90000014,90000031,90000033,90000009,90000007,90000020,"Nitrate+Nitrite / Alpchem / SuperFrozen","","BCPIERRE","NO2NO3_Alp_SF",1,"NTRZ",""
90000684,30,90000014,90000081,90000027,90000014,90000011,90000020,"Nitrate+Nitrite/ S&P(1968) / filtered and frozen","","LAFLEURC","NO2NO3_S&P1968",1,"NTRZ",""
90000326,20,90000014,90000067,90000027,90000007,90000011,90000020,"Nitrate+Nitrite / Technicon2 / Frozen","","MARY","NO2NO3_Tech2_F",2,"NTRZ",""
90000199,20,90000014,90000036,90000027,90000007,90000005,90000020,"Nitrate+Nitrite / Technicon / Frozen","","BCPIERRE","NO2NO3_Tech_F",1,"NTRZ",""
90001100,20,90000014,90000036,90000001,90000007,90000001,90000020,"Nitrate + Nitrite / Technicon / Fresh / Strain / Unfiltered","","BUGDENJ","NO2NO3_Tech_Fsh",1,"NTRZ",""
90001127,20,90000014,90000036,90000001,90000007,90000001,90000020,"Nitrate fresh data normalized to GO_Ship protocol","","BUGDENJ","NO2NO3_Tech_Fsh_Norm",1,"NTRZ",""
90000341,20,90000014,90000072,90000002,90000002,90000002,90000020,"Nitrate+Nitrite/Technicon/Institute of Ocean Sciences"," ","BCPIERRE","NO2NO3_Tech_IOS",1,"NTRZ"," "
90000185,30,90000014,90000027,90000033,90000009,90000007,90000020,"Nitrate+Nitrite / Technicon / SuperFrozen","","BCPIERRE","NO2NO3_Tech_SF",1,"NTRZ",""
90000035,90,90000027,90000000,90000000,90000000,90000000,90000020,"Nitrite / Unknown method","","BCMESD","NO2_0",2,"NTRI",""
90000376,20,90000027,90000081,90000029,90000016,90000005,90000020,"Nitrite / S and P (1968) / filtered and frozen","","MARY","NO2_1",1,"NTRI",""
90000190,30,90000027,90000031,90000033,90000009,90000007,90000020,"Nitrite / Alpchem / SuperFrozen","","BCPIERRE","NO2_Alp_SF",1,"NTRI",""
90000204,20,90000027,90000036,90000027,90000007,90000005,90000020,"Nitrite / Technicon / Frozen","","BCPIERRE","NO2_Tech_F",1,"NTRI",""
90001102,20,90000027,90000036,90000001,90000007,90000001,90000020,"Nitrite / Technicon / Fresh / Strain / Unfiltered","","BUGDENJ","NO2_Tech_Fsh",1,"NTRI",""
90001128,20,90000027,90000036,90000001,90000007,90000001,90000020,"Nitrite Fsh data normalized to GO-Ship protocol","","BUGDENJ","NO2_Tech_Fsh_Norm",1,"NTRI",""
90000666,20,90000027,90000072,90000002,90000002,90000002,90000020,"Nitrite/Technicon/Intitute of Ocean Sciences","","BCPIERRE","NO2_Tech_IOS",1,"NTRI",""
90000186,30,90000027,90000028,90000033,90000009,90000007,90000020,"Nitrite / Technicon / SuperFrozen","","BCPIERRE","NO2_Tech_SF",1,"NTRI",""
90000219,30,90000014,90000031,90000033,90000009,90000007,90000020,"Nitrate / Alpchem / SuperFrozen","","DEVINEL","NO3_Alp_SF",1,"NTRA",""
90000375,20,90000014,90000081,90000029,90000016,90000005,90000020,"Nitrate / S&P(1968) / filtered and frozen","","MARY","NO3_NO2NO3_1",1,"NTRA",""
90000246,20,90000014,90000050,90000027,90000007,90000005,90000020,"Nitrate / Technicon / Frozen, corrected for NO2","","BCPIERRE","NO3_Tech_F",1,"NTRA",""
90000218,30,90000014,90000027,90000033,90000009,90000007,90000020,"Nitrate / Technicon / SuperFrozen","","DEVINEL","NO3_Tech_SF",1,"NTRA",""
90001010,20,90000350,90000121,90000064,90000038,90000024,90000018,"Na-SedimentC19P8S6A21","","BCPIERRE","Na-Sediment",1,"",""
90001012,20,90000350,90000121,90000064,90000040,90000024,90000018,"Na-SedimentC20P8S6A21","","BCPIERRE","Na-Sediment1",1,"",""
90000532,20,90000276,90000102,90000053,90000034,90000018,90000008,"Na-filteredC18P1S1A14","","BCPIERRE","Na-filtered",1,"",""
90000533,20,90000224,90000093,90000054,90000026,90000019,90000027,"Na-particulateC10P2S2A5","/1000","BCPIERRE","Na-particulate",1,"",""
90000534,20,90000224,90000093,90000054,90000034,90000019,90000027,"Na-particulateC18P2S2A5","/1000","BCPIERRE","Na-particulate1",1,"",""
90000535,20,90000224,90000093,90000054,90000017,90000019,90000027,"Na-particulateC1P2S2A5","/1000","BCPIERRE","Na-particulate2",1,"",""
90000536,20,90000224,90000093,90000054,90000019,90000019,90000027,"Na-particulateC3P2S2A5","/1000","BCPIERRE","Na-particulate3",1,"",""
90000537,20,90000224,90000093,90000054,90000022,90000019,90000027,"Na-particulateC6P2S2A5","/1000","BCPIERRE","Na-particulate4",1,"",""
90000538,20,90000224,90000093,90000054,90000023,90000019,90000027,"Na-particulateC7P2S2A5","/1000","BCPIERRE","Na-particulate5",1,"",""
90001014,20,90000352,90000121,90000064,90000038,90000024,90000018,"Nb-SedimentC19P8S6A21","","BCPIERRE","Nb-Sediment",1,"",""
90001016,20,90000352,90000121,90000064,90000040,90000024,90000018,"Nb-SedimentC20P8S6A21","","BCPIERRE","Nb-Sediment1",1,"",""
90001018,20,90000354,90000121,90000064,90000038,90000024,90000018,"Ni-SedimentC19P8S6A21","","BCPIERRE","Ni-Sediment",1,"",""
90001092,20,90000354,90000121,90000064,90000040,90000024,90000018,"Ni-SedimentC20P8S6A21","","BCPIERRE","Ni-Sediment1",1,"",""
90000539,20,90000272,90000089,90000053,90000026,90000018,90000019,"Ni-filteredC10P1S1A1","","BCPIERRE","Ni-filtered",1,"",""
90000540,20,90000272,90000089,90000053,90000028,90000018,90000019,"Ni-filteredC12P1S1A1","","BCPIERRE","Ni-filtered1",1,"",""
90000541,20,90000272,90000089,90000053,90000030,90000018,90000019,"Ni-filteredC14P1S1A1","","BCPIERRE","Ni-filtered2",1,"",""
90000542,20,90000272,90000089,90000053,90000032,90000018,90000019,"Ni-filteredC16P1S1A1","","BCPIERRE","Ni-filtered3",1,"",""
90000543,20,90000272,90000102,90000053,90000034,90000018,90000019,"Ni-filteredC18P1S1A14","","BCPIERRE","Ni-filtered4",1,"",""
90000544,20,90000272,90000089,90000053,90000017,90000018,90000019,"Ni-filteredC1P1S1A1","","BCPIERRE","Ni-filtered5",1,"",""
90000545,20,90000272,90000089,90000053,90000024,90000018,90000019,"Ni-filteredC8P1S1A1","","BCPIERRE","Ni-filtered6",1,"",""
90000546,20,90000222,90000093,90000054,90000026,90000019,90000018,"Ni-particulateC10P2S2A5","","BCPIERRE","Ni-particulate",1,"",""
90000547,20,90000222,90000093,90000054,90000034,90000019,90000018,"Ni-particulateC18P2S2A5","","BCPIERRE","Ni-particulate1",1,"",""
90000548,20,90000222,90000093,90000054,90000017,90000019,90000018,"Ni-particulateC1P2S2A5","","BCPIERRE","Ni-particulate2",1,"",""
90000549,20,90000222,90000093,90000054,90000019,90000019,90000018,"Ni-particulateC3P2S2A5","","BCPIERRE","Ni-particulate3",1,"",""
90000550,20,90000222,90000093,90000054,90000022,90000019,90000018,"Ni-particulateC6P2S2A5","","BCPIERRE","Ni-particulate4",1,"",""
90000551,20,90000222,90000093,90000054,90000023,90000019,90000018,"Ni-particulateC7P2S2A5","","BCPIERRE","Ni-particulate5",1,"",""
90000552,20,90000272,90000101,90000053,90000031,90000018,90000019,"Ni-unfilteredC15P1S1A13","","BCPIERRE","Ni-unfiltered",1,"",""
90000051,90,90000043,90000002,90000002,90000002,90000002,90000019,"Nickel / Filtered","","BCMESD","Ni_Filtered",1,"NIF$",""
90000043,90,90000035,90000002,90000002,90000002,90000002,90000019,"Nickel / Unfiltered","","BCMESD","Ni_Unfiltered",1,"NIT$",""
90000228,20,90000091,90000001,90000001,90000001,90000001,90000028,"Length / Straight line distance from tip of snout to posterior tip of notochord","","BCPIERRE","Notochord_Length",1,"",""
90000680,20,90000302,90000110,90000003,90000002,90000016,90000000,"Number of females that spawned","","MARY","NumSpawn",0,"",""
90000026,90,90000020,90000002,90000002,90000002,90000002,90000012,"Ratio 18O:16O / Pee Dee Belemnite / Total dissolved CO2 of seawater","","BCMESD","O18_TotalCO2",1,"O18C",""
90000039,90,90000031,90000002,90000002,90000002,90000002,90000026,"18O:16O ratios Standard Mean Ocean Water (SMOW)","","BCMESD","O18_Water",1,"O18$",""
90000222,20,90000004,90000018,90000001,90000001,90000001,90000011,"Dissolved Oxygen / CTD / Micro Molar","","BCPIERRE","O2_CTD_Molar",2,"DOXY",""
90000009,90,90000004,90000018,90000001,90000001,90000001,90000009,"Dissolved Oxygen / CTD / mL/L","mL/L*44.66=mmol/m3","BCMESD","O2_CTD_mLL",2,"DOXY",""
90000010,90,90000004,90000002,90000002,90000002,90000002,90000001,"Dissolved Oxygen / Laboratory electrode / % saturation","O2 (uM) = 44.66 * (% saturation) * saturation concentration(T,S)  : saturation concentration in ml/l according to Weiss, Deep-Sea Research, v 17, 721 (1970)","BCMESD","O2_Electrode",3,"DOXY",""
90001104,20,90000004,90000001,90000001,90000009,90000001,90000005,"O2 electrode samp temp to calc mL/L only","","BUGDENJ","O2_Electrode_T",1,"",""
90001116,20,90000477,90000002,90000002,90000002,90000002,90000009,"Dissolved Oxygen / Labratory Electrode / mL/L","O2_Electrode_mll = O2(%saturation) * Bunsen solubility coefficient (Bunsen sol. coeff. from Weiss (1970), Deep-Sea Research, V17, p721","BUGDENJ","O2_Electrode_mll",1,"DOXY",""
90000215,30,90000004,90000000,90000000,90000000,90000000,90000009,"Dissolved Oxygen / Method unknown","mL/L*44.66=mmol/m3","DEVINEL","O2_Method unknown",3,"DOXY",""
90000350,20,90000004,90000000,90000000,90000000,90000000,90000067,"Dissolved Oxygen / Method unknown / ppm","multiply ppm value by 32","MARY","O2_MethodUnknown_ppm",5,"DOXY",""
90000300,20,90000184,90000062,90000001,90000011,90000001,90000057,"Phytosynthetic rate measurement - Gross oxygen production; insitu (6hrs)","","MARY","O2_PG_Insitu1_hr",1,"",""
90000303,20,90000184,90000062,90000001,90000011,90000001,90000057,"Phytosynthetic rate measurement - Gross oxygen production; insitu (24hrs)","","MARY","O2_PG_Insitu2_hr",2,"",""
90000301,20,90000185,90000062,90000001,90000011,90000001,90000057,"Phytosynthetic rate measurement - Net oxygen production; insitu (6hrs)","","MARY","O2_PN_Insitu1_hr",1,"",""
90000304,20,90000185,90000062,90000001,90000011,90000001,90000057,"Phytosynthetic rate measurement - Net oxygen production; insitu (24hrs)","","MARY","O2_PN_Insitu2_hr",2,"",""
90000302,20,90000186,90000062,90000001,90000011,90000001,90000057,"Phytosynthetic rate measurement - Oxygen respiration; insitu (6hrs)","","MARY","O2_PR_Insitu1_hr",1,"",""
90000305,20,90000186,90000062,90000001,90000011,90000001,90000057,"Phytosynthetic rate measurement - Oxygen respiration; insitu (24hrs)","","MARY","O2_PR_Insitu2_hr",2,"",""
90000007,90,90000004,90000019,90000001,90000002,90000000,90000009,"Dissolved Oxygen / Winkler titration / mL/L","mL/L*44.66=mmol/m3","BCMESD","O2_Winkler",1,"DOXY",""
90000203,20,90000004,90000038,90000002,90000007,90000001,90000009,"Dissolved Oxygen / Automated Winkler / mL/L","mL/L*44.66=mmol/m3","BCPIERRE","O2_Winkler_Auto",1,"DOXY",""
90000351,20,90000004,90000079,90000002,90000007,90000001,90000009,"Dissolved Oxygen / Automated Winkler WOCE method / mL/L","","MARY","O2_Winkler_Auto2",1,"DOXY",""
90000064,90,90000055,90000002,90000002,90000002,90000002,90000018,"Oil / In sediment","","BCMESD","Oil_Sediment",1,"OILS",""
90000128,90,90000105,90000002,90000002,90000002,90000002,90000019,"Oil / Dissolved, dispersed, surface microlayer","","BIOCHEM","Oil_Surfer_layer",1,"OLSM",""
90000129,90,90000110,90000002,90000002,90000002,90000002,90000033,"Oil / Residues (tarballs)","","BIOCHEM","Oil_Tarballs",1,"OLP$",""
90000011,90,90000005,90000002,90000002,90000002,90000002,90000019,"Oil / In water","","BCMESD","Oil_Water",1,"OLW$",""
90001020,20,90000356,90000121,90000064,90000038,90000024,90000018,"P-SedimentC19P8S6A21","","BCPIERRE","P-Sediment",1,"",""
90001022,20,90000356,90000121,90000064,90000038,90000024,90000018,"P-SedimentC20P8S6A21","","BCPIERRE","P-Sediment1",1,"",""
90000566,20,90000284,90000102,90000053,90000034,90000018,90000019,"P-filteredC18P1S1A14","","BCPIERRE","P-filtered",1,"",""
90000567,20,90000245,90000093,90000054,90000026,90000019,90000027,"P-particulateC10P2S2A5","","BCPIERRE","P-particulate",1,"",""
90000568,20,90000245,90000093,90000054,90000034,90000019,90000027,"P-particulateC18P2S2A5","","BCPIERRE","P-particulate1",1,"",""
90000569,20,90000245,90000093,90000054,90000017,90000019,90000027,"P-particulateC1P2S2A5","","BCPIERRE","P-particulate2",1,"",""
90000570,20,90000245,90000093,90000054,90000019,90000019,90000027,"P-particulateC3P2S2A5","","BCPIERRE","P-particulate3",1,"",""
90000571,20,90000245,90000093,90000054,90000022,90000019,90000027,"P-particulateC6P2S2A5","","BCPIERRE","P-particulate4",1,"",""
90000572,20,90000245,90000093,90000054,90000023,90000019,90000027,"P-particulateC7P2S2A5","","BCPIERRE","P-particulate5",1,"",""
90000093,90,90000084,90000021,90000001,90000001,90000001,90000022,"Light / PAR / In water","","BCMESD","PAR",1,"PAR$",""
90000359,20,90000084,90000021,90000001,90000001,90000001,90000022,"Light / PAR2 / In water / 2pi  (collects light over 180 degrees)","","MARY","PAR1 - 2pi",2,"",""
90000360,20,90000084,90000021,90000001,90000001,90000001,90000022,"Light / PAR1 / In water / 4pi  (collects light from all directions)","","MARY","PAR2 - 4pi",1,"",""
90000661,20,90000291,90000001,90000001,90000001,90000001,90000048,"PAR in voltage - relative values","","MARY","PAR_4pi_Index1",1,"",""
90000142,20,90000084,90000001,90000001,90000001,90000001,90000022,"Light / PAR / On deck","","MARY","PAR_on_Deck",1,"",""
90000019,90,90000013,90000002,90000002,90000002,90000002,90000020,"Phosphate / Unknown method","","BCMESD","PO4_0",1,"PHOS",""
90000188,30,90000013,90000030,90000033,90000009,90000007,90000020,"Phosphate / Alpchem / SuperFrozen / Filtered","","BCPIERRE","PO4_Alp_SF",1,"PHOS",""
90000349,20,90000013,90000077,90000003,90000011,90000001,90000020,"Phosphate / Deniges1 / fresh","","MARY","PO4_Deniges1",5,"PHOS",""
90000313,20,90000013,90000026,90000027,90000011,90000011,90000020,"Phosphate / Technicon / Frozen","","MARY","PO4_Tech",1,"PHOS",""
90000327,20,90000013,90000067,90000027,90000007,90000011,90000020,"Phosphate / Technicon2 / Frozen / Unfiltered","","MARY","PO4_Tech2_F",2,"PHOS",""
90000377,20,90000013,90000026,90000029,90000016,90000005,90000020,"Phosphate / Murphy and Riley / filtered and frozen","","MARY","PO4_Tech_2",1,"PHOS",""
90000198,20,90000013,90000036,90000027,90000007,90000005,90000020,"Phosphate / Technicon / Frozen / Unfiltered","","BCPIERRE","PO4_Tech_F",1,"PHOS",""
90001099,20,90000013,90000036,90000001,90000007,90000001,90000020,"Phosphate / Technicon / Fresh / Strain / Unfiltered","","BUGDENJ","PO4_Tech_Fsh",1,"PHOS",""
90001129,20,90000013,90000036,90000001,90000007,90000001,90000020,"Phosphate Fresh data normalized to GO-Ship protocol","","BUGDENJ","PO4_Tech_Fsh_Norm",1,"PHOS",""
90000339,20,90000013,90000072,90000002,90000002,90000002,90000020,"Phosphate/Technicon/Intitute of Ocean Sciences"," ","BCPIERRE","PO4_Tech_IOS",1,"PHOS"," "
90000184,30,90000013,90000026,90000033,90000009,90000007,90000020,"Phosphate / Technicon / SuperFrozen / Filtered","","BCPIERRE","PO4_Tech_SF",1,"PHOS",""
90000241,20,90000015,90000032,90000002,90000002,90000002,90000019,"Particulate Organic Carbon determined using CHN analysis and collected in ug/l","(ug/L) / 12.01=mmol/m3","BCPIERRE","POC_CHN_mg/m3",1,"POC_",""
90000192,30,90000015,90000032,90000002,90000002,90000002,90000020,"Particulate Organic Carbon / CHN Determination","","BCPIERRE","POC_CHN_mmole/m3",1,"POC_",""
90000021,90,90000015,90000002,90000002,90000002,90000002,90000019,"Particulate Organic Carbon / Unknown method","","BCPIERRE","POC_Unknown_mg/m3",2,"CPX1",""
90000216,30,90000015,90000000,90000000,90000000,90000000,90000019,"Particulate Organic Carbon / Unknown method / ug/L","(ug/L) / 12.01=mmol/m3","BCPIERRE","POC_Unknown_mg/m3_0",1,"POC_",""
90000022,90,90000016,90000002,90000002,90000002,90000002,90000019,"Particulate Organic Hydrogen","","BCMESD","POH",1,"POH$",""
90000193,30,90000017,90000032,90000002,90000002,90000002,90000020,"Particulate Organic Nitrogen / CHN Determination","(ug/L) / 14.01=mmol/m3","BCPIERRE","PON_CHN",1,"PON_",""
90000357,20,90000017,90000032,90000002,90000002,90000002,90000019,"Particulate Organic Nitrogen determined using CHN analysis and collected in ug/l","","MARY","PON_CHN_mg/m3",1,"",""
90000023,90,90000017,90000002,90000002,90000002,90000002,90000019,"Particulate Organic Nitrogen / Method unknown","","BCMESD","PON_Method unknown1",1,"PON$",""
90000217,30,90000017,90000000,90000000,90000000,90000000,90000020,"Particulate Organic Nitrogen / Method unknown","(ug/L) / 14.01=mmol/m3","DEVINEL","PON_Method unknown2",1,"PON_",""
90000345,20,90000200,90000075,90000027,90000011,90000011,90000064,"particulate organic phosphorus","30.97 (atomic weight of P)","MARY","POP",1,"",""
90000113,90,90000094,90000073,90000001,90000001,90000001,90000025,"PI / ALPHA - initial slope of the Pb-I curve (production rate vs light intensity) / Platt","","MARY","PP_PI_ALPHA",1,"",""
90000116,90,90000098,90000073,90000001,90000001,90000001,90000025,"PI / BETA - index of photo-inhibition from PI plot (production rate vs light intensity) / Platt","","MARY","PP_PI_BETA",1,"",""
90000120,90,90000102,90000073,90000001,90000001,90000001,90000039,"PI / IB - index of photo-inhibition; Ps/B (production rate vs light intensity) / Platt","","MARY","PP_PI_IB",1,"",""
90000118,90,90000100,90000073,90000001,90000001,90000001,90000039,"PI / IK - index of adaptation to low light levels; Pm/alpha;(production rate vs light intensity)","","MARY","PP_PI_IK",1,"",""
90000121,90,90000103,90000073,90000001,90000001,90000001,90000039,"PI / IM - optimal light intensity for photosynthesis; (production rate vs light intensity)","","MARY","PP_PI_IM",1,"",""
90000135,90,90000117,90000073,90000001,90000001,90000001,90000038,"PI / Inc Incubation time of the PI experiment;(production rate vs light intensity)","","BIOCHEM","PP_PI_INC",1,"",""
90000119,90,90000101,90000073,90000001,90000001,90000001,90000039,"PI / IS - index of adaptation to low light levels; Ps/alpha;(production rate vs light intensity)","","MARY","PP_PI_IS",1,"",""
90000114,90,90000096,90000073,90000001,90000001,90000001,90000040,"PI / PM - Production max; specific production at saturating light; (p rate vs light intensity)","","MARY","PP_PI_PM",1,"",""
90000115,90,90000097,90000073,90000001,90000001,90000001,90000040,"PI / PS - specific prod at saturating light in the absence of photoinhibition (p rate vs light int)","","MARY","PP_PI_PS",1,"",""
90000117,90,90000099,90000073,90000001,90000001,90000001,90000040,"PI / RB - respiration; the intercept of the linear portion of the y-axis;(p rate vs light intensity)","","MARY","PP_PI_RB",1,"",""
90000136,90,90000118,90000073,90000001,90000001,90000001,90000005,"PI / TI - incubation temperature for the PI experiments;(production rate vs light intensity)","","MARY","PP_PI_TI",1,"",""
90000112,90,90000104,90000073,90000001,90000001,90000001,90000038,"PI / TS - sample temperature for the PI experiments; temperature of the water in carboy","","MARY","PP_PI_TS",1,"",""
90000196,30,90000022,90000034,90000001,90000011,90000013,90000008,"Particulate Inorganic Matter","","BCPIERRE","Part_Inorg_Matt",1,"PIM_",""
90000197,30,90000022,90000034,90000001,90000011,90000013,90000008,"Particulate Organic Matter","","BCPIERRE","Part_Org_Matt",1,"POM_",""
90001024,20,90000358,90000121,90000064,90000038,90000024,90000018,"Pb-SedimentC19P8S6A21","","BCPIERRE","Pb-Sediment",1,"",""
90001026,20,90000358,90000121,90000064,90000040,90000024,90000018,"Pb-SedimentC20P8S6A21","","BCPIERRE","Pb-Sediment1",1,"",""
90000553,20,90000259,90000089,90000053,90000026,90000018,90000019,"Pb-filteredC10P1S1A1","","BCPIERRE","Pb-filtered",1,"",""
90000554,20,90000259,90000089,90000053,90000030,90000018,90000019,"Pb-filteredC14P1S1A1","","BCPIERRE","Pb-filtered1",1,"",""
90000555,20,90000259,90000089,90000053,90000032,90000018,90000019,"Pb-filteredC16P1S1A1","","BCPIERRE","Pb-filtered2",1,"",""
90000556,20,90000259,90000102,90000053,90000034,90000018,90000019,"Pb-filteredC18P1S1A14","","BCPIERRE","Pb-filtered3",1,"",""
90000557,20,90000259,90000089,90000053,90000017,90000018,90000019,"Pb-filteredC1P1S1A1","","BCPIERRE","Pb-filtered4",1,"",""
90000558,20,90000259,90000089,90000053,90000024,90000018,90000019,"Pb-filteredC8P1S1A1","","BCPIERRE","Pb-filtered5",1,"",""
90000559,20,90000247,90000093,90000054,90000026,90000019,90000018,"Pb-particulateC10P2S2A5","","BCPIERRE","Pb-particulate",1,"",""
90000560,20,90000247,90000093,90000054,90000034,90000019,90000018,"Pb-particulateC18P2S2A5","","BCPIERRE","Pb-particulate1",1,"",""
90000561,20,90000247,90000093,90000054,90000017,90000019,90000018,"Pb-particulateC1P2S2A5","","BCPIERRE","Pb-particulate2",1,"",""
90000562,20,90000247,90000093,90000054,90000019,90000019,90000018,"Pb-particulateC3P2S2A5","","BCPIERRE","Pb-particulate3",1,"",""
90000563,20,90000247,90000093,90000054,90000022,90000019,90000018,"Pb-particulateC6P2S2A5","","BCPIERRE","Pb-particulate4",1,"",""
90000564,20,90000247,90000093,90000054,90000023,90000019,90000018,"Pb-particulateC7P2S2A5","","BCPIERRE","Pb-particulate5",1,"",""
90000565,20,90000259,90000101,90000053,90000031,90000018,90000019,"Pb-unfilteredC15P1S1A13","","BCPIERRE","Pb-unfiltered",1,"",""
90000090,90,90000081,90000002,90000002,90000002,90000002,90000019,"Lead / Filtered","","BCMESD","Pb_Filtered",1,"PBF$",""
90000141,20,90000122,90000002,90000002,90000002,90000002,90000019,"Lead / Unfiltered","","BENJR","Pb_Unfiltered",1,"",""
90000179,30,90000133,90000020,90000001,90000001,90000001,90000001,"Light / % light transmittance","","BCPIERRE","Percent_LightTrans",1,"PLT$",""
90000099,90,90000090,90000002,90000001,90000001,90000001,90000001,"Light / % surface light remaining at sampled depth","","BCMESD","Percent_SurfaceLight",1,"",""
90000038,90,90000030,90000002,90000002,90000002,90000002,90000019,"Phaeophytin","","BCMESD","Phaeo",1,"PHA$",""
90001123,30,90000030,90000022,90000003,90000009,90000001,90000019,"Phaeophytin / Holm-Hansen method / fresh","","DEVINEL","Phaeo_H-H_fresh",1,"PHA_",""
90000182,30,90000030,90000022,90000033,90000009,90000007,90000019,"Phaeophytin / Holm-Hansen method","","BCPIERRE","Phaeo_Holm-Hansen",1,"PHA_",""
90000244,20,90000030,90000022,90000027,90000014,90000011,90000019,"Phaeophytin / Holm-Hansen method, frozen before analysis","","BCPIERRE","Phaeo_Holm-HansenF",1,"PHA_",""
90000672,20,90000030,90000022,90000027,90000036,90000011,90000019,"Phaeophytin / Holm-Hansen method; filtered with GF/C with MgCO3","","MARY","Phaeo_Holm-Hansen_1",3,"",""
90000213,30,90000030,90000043,90000033,90000009,90000007,90000019,"Phaeophytin from phyto >5um","","DEVINEL","Phaeo_LG",1,"LPHA",""
90001125,30,90000030,90000043,90000003,90000009,90000001,90000019,"Phaeophytin from phyto >5um / fresh","","DEVINEL","Phaeo_LG_fresh",1,"LPHA",""
90000088,90,90000079,90000002,90000002,90000002,90000002,90000020,"Phosphate: part.","","BCMESD","Phosphate: part.",1,"PPHS",""
90000080,90,90000071,90000002,90000002,90000002,90000002,90000020,"Phosphorus - total","","BCMESD","Phosphorus - total",1,"TPHS",""
90000094,90,90000085,90000002,90000001,90000001,90000001,90000023,"Light / Photic depth (1% of surface light level)","","BCMESD","Photic_Depth",1,"",""
90000001,90,90000001,90000003,90000001,90000001,90000001,90000004,"Pressure / Lowered instrument","","BCMESD","Pressure",1,"PRES",""
90000124,90,90000001,90000002,90000001,90000001,90000001,90000004,"Pressure / Reversing thermometer","","BCMESD","Pressure_RevTherm",2,"",""
90000091,90,90000082,90000002,90000002,90000002,90000002,90000007,"Primary Production / in situ","","BCMESD","Prim. prod., in situ",1,"PRP$",""
90000143,20,90000082,90000002,90000001,90000004,90000001,90000041,"Primary Production / 12 hour in situ","","MARY","PrimProd 12hr INSITU",1,"",""
90000299,90,90000183,90000001,90000001,90000001,90000001,90000038,"length of production incubation in time (hours)"," ","KennedyM","Prod_Inc_hrs",1,"    "," "
90000098,90,90000089,90000002,90000002,90000002,90000002,90000025,"Primary Production / Maximum","","BCMESD","Production max",1,"",""
90000066,90,90000057,90000002,90000002,90000002,90000002,90000015,"Propane","","BCMESD","Propane",1,"PROP",""
90000673,20,90000091,90000111,90000001,90000001,90000001,90000070,"Length of the prosome (copepods, etc)","","MARY","Prosome length",1,"",""
90000267,20,90000149,90000059,90000002,90000013,90000012,90000019,"Protien_1","","KennedyM","Protien_1",1,"",""
90000266,20,90000148,90000058,90000002,90000013,90000012,90000019,"RNA_1","","KennedyM","RNA_1",1,"",""
90001028,20,90000360,90000121,90000064,90000038,90000024,90000018,"Rb-SedimentC19P8S6A21","","BCPIERRE","Rb-Sediment",1,"",""
90001030,20,90000360,90000121,90000064,90000040,90000024,90000018,"Rb-SedimentC20P8S6A21","","BCPIERRE","Rb-Sediment1",1,"",""
90000573,20,90000263,90000102,90000053,90000034,90000018,90000019,"Rb-filteredC18P1S1A14","","BCPIERRE","Rb-filtered",1,"",""
90000133,90,90000115,90000001,90000001,90000001,90000001,90000000,"scan number from ODF file; usually from the UP trace","","MARY","Rosette scan #",1,"",""
90000132,90,90000114,90000001,90000001,90000001,90000001,90000000,"Gives firing order of bottle during CTD cast","","MARY","Rosette trip #",1,"",""
90000574,20,90000285,90000093,90000054,90000026,90000019,90000018,"Ru-particulateC10P2S2A5","","BCPIERRE","Ru-particulate",1,"",""
90000575,20,90000285,90000093,90000054,90000034,90000019,90000018,"Ru-particulateC18P2S2A5","","BCPIERRE","Ru-particulate1",1,"",""
90000576,20,90000285,90000093,90000054,90000017,90000019,90000018,"Ru-particulateC1P2S2A5","","BCPIERRE","Ru-particulate2",1,"",""
90000577,20,90000285,90000093,90000054,90000019,90000019,90000018,"Ru-particulateC3P2S2A5","","BCPIERRE","Ru-particulate3",1,"",""
90000578,20,90000285,90000093,90000054,90000022,90000019,90000018,"Ru-particulateC6P2S2A5","","BCPIERRE","Ru-particulate4",1,"",""
90000579,20,90000285,90000093,90000054,90000023,90000019,90000018,"Ru-particulateC7P2S2A5","","BCPIERRE","Ru-particulate5",1,"",""
90001032,20,90000362,90000121,90000064,90000038,90000024,90000018,"S-SedimentC19P8S6A21","","BCPIERRE","S-Sediment",1,"",""
90001034,20,90000362,90000121,90000064,90000038,90000024,90000018,"S-SedimentC20P8S6A21","","BCPIERRE","S-Sediment1",1,"",""
90000590,20,90000286,90000102,90000053,90000034,90000018,90000018,"S-filteredC18P1S1A14","","BCPIERRE","S-filtered",1,"",""
90000598,20,90000249,90000093,90000054,90000034,90000019,90000027,"S-particulateC18P2S2A5","/1000","BCPIERRE","S-particulate",1,"",""
90000599,20,90000249,90000093,90000054,90000019,90000019,90000027,"S-particulateC3P2S2A5","/1000","BCPIERRE","S-particulate1",1,"",""
